STATE,Date,Home.Value,Structure.Cost,Land.Value,Land.Share,HomePriceIndex,LandPriceIndex
UT,1982Q1,"$72,136","$60,361","$11,775",16.3%,0.405,0.120
UT,1982Q2,"$72,833","$61,977","$10,856",14.9%,0.408,0.111
UT,1982Q3,"$73,583","$63,381","$10,202",13.9%,0.413,0.105
UT,1982Q4,"$74,248","$64,381","$9,867",13.3%,0.416,0.102
UT,1983Q1,"$74,650","$64,835","$9,815",13.1%,0.419,0.101
UT,1983Q2,"$74,814","$64,902","$9,912",13.2%,0.420,0.103
UT,1983Q3,"$74,812","$64,756","$10,056",13.4%,0.420,0.104
UT,1983Q4,"$74,841","$64,584","$10,257",13.7%,0.420,0.107
UT,1984Q1,"$74,971","$64,550","$10,421",13.9%,0.420,0.109
UT,1984Q2,"$75,248","$64,651","$10,597",14.1%,0.422,0.111
UT,1984Q3,"$75,636","$64,884","$10,752",14.2%,0.424,0.113
UT,1984Q4,"$76,113","$65,232","$10,882",14.3%,0.427,0.115
UT,1985Q1,"$76,724","$65,674","$11,050",14.4%,0.430,0.117
UT,1985Q2,"$77,342","$66,184","$11,158",14.4%,0.434,0.119
UT,1985Q3,"$77,954","$66,716","$11,238",14.4%,0.437,0.120
UT,1985Q4,"$78,559","$67,230","$11,329",14.4%,0.441,0.121
UT,1986Q1,"$79,139","$67,701","$11,438",14.5%,0.444,0.123
UT,1986Q2,"$79,547","$68,116","$11,431",14.4%,0.446,0.123
UT,1986Q3,"$79,734","$68,494","$11,241",14.1%,0.447,0.121
UT,1986Q4,"$79,701","$68,845","$10,856",13.6%,0.447,0.117
UT,1987Q1,"$79,440","$69,174","$10,266",12.9%,0.445,0.111
UT,1987Q2,"$78,934","$69,502","$9,432",11.9%,0.443,0.102
UT,1987Q3,"$78,294","$69,824","$8,470",10.8%,0.439,0.092
UT,1987Q4,"$77,735","$70,144","$7,591",9.8%,0.436,0.083
UT,1988Q1,"$77,366","$70,464","$6,902",8.9%,0.434,0.075
UT,1988Q2,"$77,200","$70,791","$6,409",8.3%,0.433,0.070
UT,1988Q3,"$77,207","$71,128","$6,079",7.9%,0.433,0.066
UT,1988Q4,"$77,416","$71,482","$5,934",7.7%,0.434,0.065
UT,1989Q1,"$77,823","$71,855","$5,968",7.7%,0.436,0.065
UT,1989Q2,"$78,394","$72,219","$6,176",7.9%,0.440,0.068
UT,1989Q3,"$79,095","$72,550","$6,545",8.3%,0.444,0.072
UT,1989Q4,"$79,863","$72,823","$7,041",8.8%,0.448,0.078
UT,1990Q1,"$80,695","$73,006","$7,690",9.5%,0.452,0.085
UT,1990Q2,"$81,591","$73,154","$8,437",10.3%,0.458,0.093
UT,1990Q3,"$82,573","$73,288","$9,285",11.2%,0.463,0.103
UT,1990Q4,"$83,646","$73,441","$10,206",12.2%,0.469,0.113
UT,1991Q1,"$84,859","$73,651","$11,208",13.2%,0.476,0.125
UT,1991Q2,"$86,182","$73,909","$12,273",14.2%,0.483,0.137
UT,1991Q3,"$87,667","$74,229","$13,437",15.3%,0.492,0.151
UT,1991Q4,"$89,371","$74,619","$14,753",16.5%,0.501,0.167
UT,1992Q1,"$91,346","$75,121","$16,225",17.8%,0.512,0.185
UT,1992Q2,"$93,634","$75,627","$18,008",19.2%,0.525,0.206
UT,1992Q3,"$96,310","$76,159","$20,151",20.9%,0.540,0.232
UT,1992Q4,"$99,480","$76,700","$22,780",22.9%,0.558,0.263
UT,1993Q1,"$103,151","$77,159","$25,992",25.2%,0.578,0.300
UT,1993Q2,"$107,294","$77,737","$29,557",27.5%,0.602,0.343
UT,1993Q3,"$111,819","$78,383","$33,436",29.9%,0.627,0.389
UT,1993Q4,"$116,535","$79,121","$37,414",32.1%,0.653,0.437
UT,1994Q1,"$121,242","$79,985","$41,257",34.0%,0.680,0.485
UT,1994Q2,"$125,775","$80,888","$44,887",35.7%,0.705,0.530
UT,1994Q3,"$129,965","$81,798","$48,167",37.1%,0.729,0.572
UT,1994Q4,"$133,766","$82,664","$51,102",38.2%,0.750,0.610
UT,1995Q1,"$137,234","$83,535","$53,699",39.1%,0.770,0.646
UT,1995Q2,"$140,467","$84,243","$56,224",40.0%,0.788,0.680
UT,1995Q3,"$143,607","$84,925","$58,682",40.9%,0.805,0.714
UT,1995Q4,"$146,658","$85,632","$61,026",41.6%,0.822,0.746
UT,1996Q1,"$149,582","$86,330","$63,252",42.3%,0.839,0.776
UT,1996Q2,"$152,279","$87,156","$65,122",42.8%,0.854,0.803
UT,1996Q3,"$154,699","$87,993","$66,706",43.1%,0.867,0.826
UT,1996Q4,"$156,821","$88,793","$68,028",43.4%,0.879,0.846
UT,1997Q1,"$158,695","$89,548","$69,148",43.6%,0.890,0.865
UT,1997Q2,"$160,443","$90,309","$70,134",43.7%,0.900,0.881
UT,1997Q3,"$162,119","$91,204","$70,915",43.7%,0.909,0.895
UT,1997Q4,"$163,769","$92,344","$71,425",43.6%,0.918,0.906
UT,1998Q1,"$165,425","$93,862","$71,563",43.3%,0.928,0.914
UT,1998Q2,"$167,052","$95,456","$71,596",42.9%,0.937,0.918
UT,1998Q3,"$168,619","$97,005","$71,614",42.5%,0.946,0.922
UT,1998Q4,"$170,160","$98,318","$71,843",42.2%,0.954,0.929
UT,1999Q1,"$171,621","$99,232","$72,389",42.2%,0.962,0.939
UT,1999Q2,"$173,012","$99,893","$73,119",42.3%,0.970,0.952
UT,1999Q3,"$174,362","$100,416","$73,946",42.4%,0.978,0.966
UT,1999Q4,"$175,705","$100,944","$74,761",42.5%,0.985,0.979
UT,2000Q1,"$177,030","$101,405","$75,625",42.7%,0.993,0.991
UT,2000Q2,"$178,333","$102,267","$76,065",42.7%,1.000,1.000
UT,2000Q3,"$179,608","$103,332","$76,276",42.5%,1.007,1.007
UT,2000Q4,"$180,824","$104,588","$76,236",42.2%,1.014,1.012
UT,2001Q1,"$181,995","$106,294","$75,701",41.6%,1.021,1.014
UT,2001Q2,"$183,097","$107,729","$75,368",41.2%,1.027,1.015
UT,2001Q3,"$184,146","$109,102","$75,044",40.8%,1.033,1.015
UT,2001Q4,"$185,208","$110,346","$74,862",40.4%,1.039,1.017
UT,2002Q1,"$186,308","$111,235","$75,073",40.3%,1.045,1.021
UT,2002Q2,"$187,478","$112,133","$75,345",40.2%,1.051,1.028
UT,2002Q3,"$188,780","$112,853","$75,927",40.2%,1.059,1.040
UT,2002Q4,"$190,239","$113,371","$76,868",40.4%,1.067,1.056
UT,2003Q1,"$191,827","$113,748","$78,079",40.7%,1.076,1.078
UT,2003Q2,"$193,646","$114,196","$79,449",41.0%,1.086,1.101
UT,2003Q3,"$195,742","$115,072","$80,671",41.2%,1.098,1.123
UT,2003Q4,"$198,231","$116,709","$81,523",41.1%,1.112,1.139
UT,2004Q1,"$201,296","$119,325","$81,971",40.7%,1.129,1.150
UT,2004Q2,"$205,044","$122,606","$82,438",40.2%,1.150,1.162
UT,2004Q3,"$209,585","$126,135","$83,449",39.8%,1.175,1.181
UT,2004Q4,"$215,058","$129,489","$85,569",39.8%,1.206,1.216
UT,2005Q1,"$221,614","$132,259","$89,355",40.3%,1.243,1.274
UT,2005Q2,"$229,396","$134,747","$94,649",41.3%,1.286,1.356
UT,2005Q3,"$238,433","$137,073","$101,359",42.5%,1.337,1.459
UT,2005Q4,"$248,534","$139,443","$109,092",43.9%,1.394,1.579
UT,2006Q1,"$259,390","$142,091","$117,299",45.2%,1.455,1.709
UT,2006Q2,"$270,658","$144,716","$125,942",46.5%,1.518,1.846
UT,2006Q3,"$281,868","$147,257","$134,611",47.8%,1.581,1.984
UT,2006Q4,"$292,329","$149,558","$142,771",48.8%,1.639,2.117
UT,2007Q1,"$301,132","$151,736","$149,396",49.6%,1.689,2.231
UT,2007Q2,"$307,449","$153,569","$153,879",50.1%,1.724,2.310
UT,2007Q3,"$310,649","$155,591","$155,058",49.9%,1.742,2.339
UT,2007Q4,"$310,640","$158,147","$152,493",49.1%,1.742,2.311
UT,2008Q1,"$307,781","$161,385","$146,396",47.6%,1.726,2.226
UT,2008Q2,"$302,546","$165,045","$137,501",45.4%,1.697,2.098
UT,2008Q3,"$295,677","$168,523","$127,154",43.0%,1.658,1.947
UT,2008Q4,"$288,043","$171,270","$116,773",40.5%,1.615,1.793
UT,2009Q1,"$280,503","$172,856","$107,647",38.4%,1.573,1.657
UT,2009Q2,"$273,601","$173,540","$100,060",36.6%,1.534,1.545
UT,2009Q3,"$267,740","$173,630","$94,110",35.1%,1.501,1.457
UT,2009Q4,"$262,842","$173,459","$89,383",34.0%,1.474,1.387
UT,2010Q1,"$258,555","$173,194","$85,361",33.0%,1.450,1.325
UT,2010Q2,"$254,688","$173,374","$81,314",31.9%,1.428,1.266
UT,2010Q3,"$251,039","$174,026","$77,012",30.7%,1.408,1.203
UT,2010Q4,"$247,715","$175,320","$72,395",29.2%,1.389,1.135
UT,2011Q1,"$245,039","$177,438","$67,602",27.6%,1.374,1.066
UT,2011Q2,"$243,817","$179,812","$64,006",26.3%,1.367,1.013
UT,2011Q3,"$244,499","$182,148","$62,351",25.5%,1.371,0.990
UT,2011Q4,"$247,121","$184,045","$63,076",25.5%,1.386,1.006
UT,2012Q1,"$251,623","$185,200","$66,423",26.4%,1.411,1.062
UT,2012Q2,"$257,578","$185,931","$71,647",27.8%,1.444,1.150
UT,2012Q3,"$264,486","$186,590","$77,895",29.5%,1.483,1.255
UT,2012Q4,"$271,902","$187,556","$84,346",31.0%,1.525,1.364
UT,2013Q1,"$279,334","$189,116","$90,219",32.3%,1.566,1.464
UT,2013Q2,"$286,354","$191,192","$95,162",33.2%,1.606,1.550
UT,2013Q3,"$292,609","$193,616","$98,993",33.8%,1.641,1.618
UT,2013Q4,"$297,983","$196,219","$101,764",34.2%,1.671,1.670
UT,2014Q1,"$302,686","$200,157","$102,529",33.9%,1.697,1.688
UT,2014Q2,"$307,022","$200,607","$106,414",34.7%,1.722,1.759
UT,2014Q3,"$311,429","$205,108","$106,321",34.1%,1.746,1.763
UT,2014Q4,"$316,319","$209,516","$106,803",33.8%,1.774,1.778
UT,2015Q1,"$321,805","$209,982","$111,823",34.7%,1.805,1.868
UT,2015Q2,"$327,746","$208,250","$119,496",36.5%,1.838,2.003
UT,2015Q3,"$334,151","$209,668","$124,483",37.3%,1.874,2.095
UT,2015Q4,"$340,889","$211,951","$128,939",37.8%,1.912,2.177
UT,2016Q1,"$347,753","$214,376","$133,377",38.4%,1.950,2.260
VT,1975Q1,"$27,774","$23,889","$3,884",14.0%,0.190,0.000
VT,1975Q2,"$28,029","$23,940","$4,088",14.6%,0.192,0.000
VT,1975Q3,"$28,335","$23,900","$4,435",15.7%,0.194,0.000
VT,1975Q4,"$28,852","$23,929","$4,924",17.1%,0.197,0.000
VT,1976Q1,"$29,391","$24,149","$5,242",17.8%,0.201,0.000
VT,1976Q2,"$25,766","$24,477","$1,288",5.0%,0.176,0.000
VT,1976Q3,"$27,835","$26,443","$1,392",5.0%,0.190,0.000
VT,1976Q4,"$29,532","$28,055","$1,477",5.0%,0.202,0.000
VT,1977Q1,"$30,827","$29,285","$1,541",5.0%,0.211,0.000
VT,1977Q2,"$31,869","$30,276","$1,593",5.0%,0.218,0.001
VT,1977Q3,"$32,804","$30,833","$1,970",6.0%,0.224,0.001
VT,1977Q4,"$33,911","$31,146","$2,765",8.2%,0.232,0.001
VT,1978Q1,"$35,237","$31,592","$3,645",10.3%,0.241,0.002
VT,1978Q2,"$36,524","$32,173","$4,351",11.9%,0.250,0.002
VT,1978Q3,"$37,623","$32,883","$4,740",12.6%,0.257,0.003
VT,1978Q4,"$38,460","$33,717","$4,743",12.3%,0.263,0.003
VT,1979Q1,"$39,333","$34,659","$4,674",11.9%,0.269,0.003
VT,1979Q2,"$40,260","$35,650","$4,611",11.5%,0.275,0.003
VT,1979Q3,"$41,439","$36,621","$4,817",11.6%,0.283,0.003
VT,1979Q4,"$42,784","$37,506","$5,278",12.3%,0.292,0.003
VT,1980Q1,"$44,005","$38,257","$5,748",13.1%,0.301,0.003
VT,1980Q2,"$45,109","$38,924","$6,185",13.7%,0.308,0.003
VT,1980Q3,"$46,053","$39,578","$6,475",14.1%,0.315,0.004
VT,1980Q4,"$46,674","$40,289","$6,385",13.7%,0.319,0.004
VT,1981Q1,"$46,775","$41,114","$5,661",12.1%,0.320,0.003
VT,1981Q2,"$46,476","$42,041","$4,435",9.5%,0.318,0.002
VT,1981Q3,"$46,149","$43,050","$3,099",6.7%,0.315,0.002
VT,1981Q4,"$46,444","$44,122","$2,322",5.0%,0.317,0.001
VT,1982Q1,"$48,025","$45,623","$2,401",5.0%,0.328,0.002
VT,1982Q2,"$49,786","$47,297","$2,489",5.0%,0.340,0.002
VT,1982Q3,"$51,388","$48,819","$2,569",5.0%,0.351,0.002
VT,1982Q4,"$52,916","$50,271","$2,646",5.0%,0.362,0.003
VT,1983Q1,"$54,341","$51,624","$2,717",5.0%,0.371,0.004
VT,1983Q2,"$55,664","$52,881","$2,783",5.0%,0.380,0.005
VT,1983Q3,"$57,040","$54,188","$2,852",5.0%,0.390,0.007
VT,1983Q4,"$58,439","$55,517","$2,922",5.0%,0.399,0.009
VT,1984Q1,"$59,802","$56,812","$2,990",5.0%,0.409,0.013
VT,1984Q2,"$61,175","$58,117","$3,059",5.0%,0.418,0.018
VT,1984Q3,"$62,618","$59,487","$3,131",5.0%,0.428,0.025
VT,1984Q4,"$64,182","$60,973","$3,209",5.0%,0.439,0.036
VT,1985Q1,"$65,938","$62,641","$3,297",5.0%,0.451,0.053
VT,1985Q2,"$67,897","$62,937","$4,960",7.3%,0.464,0.079
VT,1985Q3,"$70,029","$63,308","$6,721",9.6%,0.479,0.108
VT,1985Q4,"$72,366","$63,786","$8,580",11.9%,0.495,0.138
VT,1986Q1,"$74,955","$64,378","$10,577",14.1%,0.512,0.170
VT,1986Q2,"$77,803","$65,016","$12,787",16.4%,0.532,0.206
VT,1986Q3,"$80,954","$65,617","$15,338",18.9%,0.553,0.248
VT,1986Q4,"$84,372","$66,096","$18,276",21.7%,0.577,0.297
VT,1987Q1,"$88,006","$66,377","$21,629",24.6%,0.601,0.351
VT,1987Q2,"$91,838","$66,575","$25,263",27.5%,0.628,0.412
VT,1987Q3,"$95,872","$66,760","$29,112",30.4%,0.655,0.476
VT,1987Q4,"$100,099","$67,024","$33,075",33.0%,0.684,0.543
VT,1988Q1,"$104,371","$67,488","$36,883",35.3%,0.713,0.609
VT,1988Q2,"$108,575","$68,011","$40,564",37.4%,0.742,0.673
VT,1988Q3,"$112,561","$68,597","$43,964",39.1%,0.769,0.732
VT,1988Q4,"$116,239","$69,202","$47,037",40.5%,0.794,0.786
VT,1989Q1,"$119,606","$69,841","$49,765",41.6%,0.817,0.836
VT,1989Q2,"$122,613","$70,370","$52,242",42.6%,0.838,0.880
VT,1989Q3,"$125,135","$70,837","$54,297",43.4%,0.855,0.917
VT,1989Q4,"$127,095","$71,235","$55,859",44.0%,0.868,0.946
VT,1990Q1,"$128,512","$71,498","$57,014",44.4%,0.878,0.966
VT,1990Q2,"$129,520","$71,811","$57,710",44.6%,0.885,0.979
VT,1990Q3,"$128,995","$72,137","$56,858",44.1%,0.881,0.965
VT,1990Q4,"$128,285","$72,511","$55,774",43.5%,0.877,0.948
VT,1991Q1,"$127,465","$72,916","$54,549",42.8%,0.871,0.928
VT,1991Q2,"$126,708","$73,414","$53,294",42.1%,0.866,0.908
VT,1991Q3,"$126,174","$73,926","$52,247",41.4%,0.862,0.891
VT,1991Q4,"$125,959","$74,414","$51,545",40.9%,0.861,0.881
VT,1992Q1,"$126,067","$74,971","$51,096",40.5%,0.861,0.877
VT,1992Q2,"$126,349","$75,334","$51,015",40.4%,0.863,0.876
VT,1992Q3,"$126,668","$75,661","$51,008",40.3%,0.866,0.877
VT,1992Q4,"$126,961","$75,992","$50,969",40.1%,0.868,0.876
VT,1993Q1,"$127,128","$76,183","$50,945",40.1%,0.869,0.871
VT,1993Q2,"$127,202","$76,602","$50,601",39.8%,0.869,0.865
VT,1993Q3,"$127,268","$77,029","$50,239",39.5%,0.870,0.859
VT,1993Q4,"$127,323","$77,417","$49,907",39.2%,0.870,0.854
VT,1994Q1,"$127,274","$77,757","$49,517",38.9%,0.870,0.848
VT,1994Q2,"$127,072","$78,083","$48,989",38.6%,0.868,0.841
VT,1994Q3,"$126,715","$78,518","$48,197",38.0%,0.866,0.829
VT,1994Q4,"$126,268","$79,165","$47,103",37.3%,0.863,0.812
VT,1995Q1,"$125,950","$80,175","$45,775",36.3%,0.861,0.793
VT,1995Q2,"$125,853","$81,229","$44,624",35.5%,0.860,0.775
VT,1995Q3,"$125,888","$82,269","$43,619",34.6%,0.860,0.759
VT,1995Q4,"$126,050","$83,146","$42,904",34.0%,0.861,0.748
VT,1996Q1,"$126,377","$83,706","$42,671",33.8%,0.864,0.744
VT,1996Q2,"$126,452","$84,109","$42,343",33.5%,0.864,0.739
VT,1996Q3,"$126,356","$84,398","$41,958",33.2%,0.863,0.734
VT,1996Q4,"$126,224","$84,662","$41,562",32.9%,0.863,0.728
VT,1997Q1,"$126,118","$84,965","$41,153",32.6%,0.862,0.722
VT,1997Q2,"$126,184","$85,313","$40,870",32.4%,0.862,0.718
VT,1997Q3,"$126,570","$85,674","$40,896",32.3%,0.865,0.720
VT,1997Q4,"$127,242","$86,018","$41,224",32.4%,0.870,0.727
VT,1998Q1,"$128,146","$86,345","$41,801",32.6%,0.876,0.740
VT,1998Q2,"$129,188","$86,578","$42,610",33.0%,0.883,0.755
VT,1998Q3,"$130,383","$86,721","$43,662",33.5%,0.891,0.776
VT,1998Q4,"$131,830","$86,757","$45,073",34.2%,0.901,0.802
VT,1999Q1,"$133,576","$86,715","$46,860",35.1%,0.913,0.836
VT,1999Q2,"$135,690","$86,723","$48,967",36.1%,0.927,0.875
VT,1999Q3,"$138,057","$86,989","$51,068",37.0%,0.943,0.914
VT,1999Q4,"$140,600","$87,706","$52,894",37.6%,0.961,0.948
VT,2000Q1,"$143,374","$88,898","$54,476",38.0%,0.980,0.976
VT,2000Q2,"$146,338","$90,585","$55,753",38.1%,1.000,1.000
VT,2000Q3,"$149,493","$92,398","$57,095",38.2%,1.022,1.026
VT,2000Q4,"$152,772","$94,060","$58,712",38.4%,1.044,1.058
VT,2001Q1,"$156,087","$95,521","$60,566",38.8%,1.067,1.097
VT,2001Q2,"$159,417","$96,458","$62,959",39.5%,1.089,1.144
VT,2001Q3,"$162,634","$97,152","$65,482",40.3%,1.111,1.192
VT,2001Q4,"$165,803","$97,724","$68,079",41.1%,1.133,1.241
VT,2002Q1,"$168,934","$98,153","$70,781",41.9%,1.154,1.289
VT,2002Q2,"$171,988","$98,678","$73,310",42.6%,1.175,1.336
VT,2002Q3,"$175,059","$99,117","$75,942",43.4%,1.196,1.385
VT,2002Q4,"$178,239","$99,407","$78,831",44.2%,1.218,1.440
VT,2003Q1,"$181,716","$99,598","$82,118",45.2%,1.242,1.502
VT,2003Q2,"$185,727","$99,824","$85,902",46.3%,1.269,1.573
VT,2003Q3,"$190,500","$100,460","$90,040",47.3%,1.302,1.650
VT,2003Q4,"$196,016","$101,830","$94,186",48.1%,1.339,1.727
VT,2004Q1,"$202,197","$104,096","$98,101",48.5%,1.382,1.799
VT,2004Q2,"$208,820","$106,957","$101,864",48.8%,1.427,1.869
VT,2004Q3,"$215,507","$109,891","$105,615",49.0%,1.473,1.938
VT,2004Q4,"$222,079","$112,402","$109,677",49.4%,1.518,2.013
VT,2005Q1,"$228,330","$114,129","$114,201",50.0%,1.560,2.096
VT,2005Q2,"$234,076","$115,469","$118,607",50.7%,1.600,2.178
VT,2005Q3,"$239,136","$116,891","$122,245",51.1%,1.634,2.245
VT,2005Q4,"$243,346","$118,893","$124,453",51.1%,1.663,2.286
VT,2006Q1,"$246,750","$121,756","$124,994",50.7%,1.686,2.296
VT,2006Q2,"$249,496","$125,095","$124,402",49.9%,1.705,2.286
VT,2006Q3,"$251,553","$128,247","$123,306",49.0%,1.719,2.268
VT,2006Q4,"$252,962","$130,577","$122,384",48.4%,1.729,2.252
VT,2007Q1,"$253,636","$131,759","$121,877",48.1%,1.733,2.246
VT,2007Q2,"$253,696","$132,101","$121,596",47.9%,1.734,2.242
VT,2007Q3,"$253,130","$132,422","$120,708",47.7%,1.730,2.227
VT,2007Q4,"$251,920","$133,462","$118,458",47.0%,1.721,2.186
VT,2008Q1,"$250,228","$135,710","$114,518",45.8%,1.710,2.114
VT,2008Q2,"$248,190","$138,646","$109,544",44.1%,1.696,2.022
VT,2008Q3,"$246,285","$141,499","$104,785",42.5%,1.683,1.934
VT,2008Q4,"$244,785","$143,498","$101,287",41.4%,1.673,1.869
VT,2009Q1,"$243,547","$144,089","$99,458",40.8%,1.664,1.834
VT,2009Q2,"$242,474","$143,582","$98,892",40.8%,1.657,1.823
VT,2009Q3,"$241,136","$142,510","$98,626",40.9%,1.648,1.816
VT,2009Q4,"$239,403","$141,405","$97,998",40.9%,1.636,1.803
VT,2010Q1,"$237,541","$140,573","$96,968",40.8%,1.623,1.779
VT,2010Q2,"$235,695","$140,607","$95,088",40.3%,1.611,1.743
VT,2010Q3,"$234,111","$141,486","$92,625",39.6%,1.600,1.698
VT,2010Q4,"$233,026","$143,350","$89,677",38.5%,1.592,1.644
VT,2011Q1,"$232,476","$146,366","$86,110",37.0%,1.589,1.583
VT,2011Q2,"$232,335","$149,770","$82,565",35.5%,1.588,1.519
VT,2011Q3,"$232,705","$153,157","$79,548",34.2%,1.590,1.464
VT,2011Q4,"$233,387","$155,984","$77,403",33.2%,1.595,1.425
VT,2012Q1,"$233,927","$157,844","$76,083",32.5%,1.599,1.401
VT,2012Q2,"$234,324","$159,117","$75,207",32.1%,1.601,1.385
VT,2012Q3,"$234,787","$160,248","$74,539",31.7%,1.604,1.373
VT,2012Q4,"$235,418","$161,711","$73,707",31.3%,1.609,1.358
VT,2013Q1,"$236,304","$163,869","$72,435",30.7%,1.615,1.334
VT,2013Q2,"$237,108","$166,633","$70,476",29.7%,1.620,1.299
VT,2013Q3,"$237,733","$169,800","$67,933",28.6%,1.625,1.252
VT,2013Q4,"$238,115","$173,168","$64,946",27.3%,1.627,1.197
VT,2014Q1,"$238,279","$176,333","$61,945",26.0%,1.628,1.142
VT,2014Q2,"$238,716","$176,404","$62,313",26.1%,1.631,1.149
VT,2014Q3,"$239,177","$180,041","$59,137",24.7%,1.634,1.091
VT,2014Q4,"$239,864","$183,585","$56,279",23.5%,1.639,1.038
VT,2015Q1,"$240,876","$183,648","$57,228",23.8%,1.646,1.056
VT,2015Q2,"$241,914","$181,761","$60,152",24.9%,1.653,1.110
VT,2015Q3,"$242,559","$182,617","$59,942",24.7%,1.658,1.106
VT,2015Q4,"$242,697","$184,210","$58,487",24.1%,1.658,1.080
VT,2016Q1,"$242,570","$185,910","$56,659",23.4%,1.658,1.046
VA,1975Q1,"$36,975","$30,574","$6,402",17.3%,0.223,0.065
VA,1975Q2,"$37,002","$31,027","$5,975",16.1%,0.223,0.061
VA,1975Q3,"$37,135","$31,362","$5,773",15.5%,0.224,0.059
VA,1975Q4,"$37,407","$31,703","$5,705",15.3%,0.225,0.058
VA,1976Q1,"$37,830","$32,153","$5,677",15.0%,0.228,0.058
VA,1976Q2,"$38,397","$32,698","$5,700",14.8%,0.231,0.059
VA,1976Q3,"$39,136","$33,324","$5,812",14.9%,0.236,0.060
VA,1976Q4,"$40,026","$34,010","$6,016",15.0%,0.241,0.063
VA,1977Q1,"$41,051","$34,724","$6,327",15.4%,0.247,0.066
VA,1977Q2,"$42,195","$35,457","$6,739",16.0%,0.254,0.071
VA,1977Q3,"$43,441","$36,169","$7,272",16.7%,0.262,0.077
VA,1977Q4,"$44,766","$36,827","$7,938",17.7%,0.270,0.084
VA,1978Q1,"$46,171","$37,438","$8,733",18.9%,0.278,0.093
VA,1978Q2,"$47,655","$38,011","$9,644",20.2%,0.287,0.103
VA,1978Q3,"$49,166","$38,640","$10,526",21.4%,0.296,0.113
VA,1978Q4,"$50,665","$39,397","$11,267",22.2%,0.305,0.122
VA,1979Q1,"$52,128","$40,318","$11,809",22.7%,0.314,0.128
VA,1979Q2,"$53,602","$41,380","$12,223",22.8%,0.323,0.133
VA,1979Q3,"$55,108","$42,487","$12,621",22.9%,0.332,0.137
VA,1979Q4,"$56,623","$43,561","$13,062",23.1%,0.341,0.143
VA,1980Q1,"$58,120","$44,522","$13,598",23.4%,0.350,0.149
VA,1980Q2,"$59,500","$45,431","$14,069",23.6%,0.359,0.154
VA,1980Q3,"$60,722","$46,307","$14,415",23.7%,0.366,0.158
VA,1980Q4,"$61,740","$47,190","$14,550",23.6%,0.372,0.161
VA,1981Q1,"$62,587","$48,144","$14,442",23.1%,0.377,0.160
VA,1981Q2,"$63,290","$49,121","$14,169",22.4%,0.381,0.158
VA,1981Q3,"$63,936","$50,178","$13,758",21.5%,0.385,0.154
VA,1981Q4,"$64,567","$51,341","$13,226",20.5%,0.389,0.148
VA,1982Q1,"$65,190","$52,600","$12,590",19.3%,0.393,0.141
VA,1982Q2,"$65,950","$53,870","$12,080",18.3%,0.397,0.136
VA,1982Q3,"$66,991","$55,011","$11,980",17.9%,0.404,0.135
VA,1982Q4,"$68,419","$55,889","$12,530",18.3%,0.412,0.141
VA,1983Q1,"$69,986","$56,391","$13,595",19.4%,0.422,0.153
VA,1983Q2,"$71,520","$56,643","$14,877",20.8%,0.431,0.168
VA,1983Q3,"$72,927","$56,739","$16,188",22.2%,0.439,0.183
VA,1983Q4,"$74,236","$56,794","$17,442",23.5%,0.447,0.198
VA,1984Q1,"$75,514","$56,930","$18,584",24.6%,0.455,0.212
VA,1984Q2,"$76,761","$57,101","$19,660",25.6%,0.463,0.225
VA,1984Q3,"$77,983","$57,335","$20,649",26.5%,0.470,0.238
VA,1984Q4,"$79,208","$57,630","$21,577",27.2%,0.477,0.249
VA,1985Q1,"$80,504","$57,972","$22,533",28.0%,0.485,0.261
VA,1985Q2,"$81,865","$58,375","$23,490",28.7%,0.493,0.273
VA,1985Q3,"$83,281","$58,805","$24,475",29.4%,0.502,0.286
VA,1985Q4,"$84,778","$59,242","$25,536",30.1%,0.511,0.299
VA,1986Q1,"$86,429","$59,684","$26,746",30.9%,0.521,0.315
VA,1986Q2,"$88,286","$60,110","$28,175",31.9%,0.532,0.333
VA,1986Q3,"$90,393","$60,549","$29,844",33.0%,0.545,0.354
VA,1986Q4,"$92,792","$61,016","$31,776",34.2%,0.559,0.379
VA,1987Q1,"$95,537","$61,520","$34,017",35.6%,0.576,0.407
VA,1987Q2,"$98,642","$62,060","$36,582",37.1%,0.594,0.440
VA,1987Q3,"$102,040","$62,622","$39,418",38.6%,0.615,0.476
VA,1987Q4,"$105,568","$63,193","$42,376",40.1%,0.636,0.514
VA,1988Q1,"$109,132","$63,785","$45,347",41.6%,0.658,0.552
VA,1988Q2,"$112,633","$64,346","$48,287",42.9%,0.679,0.590
VA,1988Q3,"$115,953","$64,905","$51,048",44.0%,0.699,0.627
VA,1988Q4,"$119,020","$65,466","$53,554",45.0%,0.717,0.660
VA,1989Q1,"$121,781","$66,066","$55,715",45.8%,0.734,0.689
VA,1989Q2,"$124,176","$66,611","$57,566",46.4%,0.748,0.715
VA,1989Q3,"$126,115","$67,119","$58,996",46.8%,0.760,0.734
VA,1989Q4,"$127,550","$67,575","$59,975",47.0%,0.769,0.748
VA,1990Q1,"$128,504","$67,905","$60,599",47.2%,0.774,0.757
VA,1990Q2,"$129,074","$68,318","$60,756",47.1%,0.778,0.760
VA,1990Q3,"$128,960","$68,793","$60,166",46.7%,0.777,0.755
VA,1990Q4,"$128,734","$69,383","$59,351",46.1%,0.776,0.746
VA,1991Q1,"$128,563","$70,075","$58,488",45.5%,0.775,0.736
