STATE,Date,Home.Value,Structure.Cost,Land.Value,Land.Share,HomePriceIndex,LandPriceIndex
GA,1999Q2,"$136,847","$100,367","$36,481",26.7%,0.930,0.828
GA,1999Q3,"$139,443","$101,247","$38,196",27.4%,0.948,0.870
GA,1999Q4,"$142,026","$102,096","$39,930",28.1%,0.966,0.913
GA,2000Q1,"$144,582","$102,793","$41,789",28.9%,0.983,0.957
GA,2000Q2,"$147,099","$103,615","$43,484",29.6%,1.000,1.000
GA,2000Q3,"$149,549","$104,516","$45,033",30.1%,1.017,1.041
GA,2000Q4,"$151,929","$105,545","$46,385",30.5%,1.033,1.078
GA,2001Q1,"$154,227","$106,907","$47,320",30.7%,1.048,1.111
GA,2001Q2,"$156,432","$108,141","$48,291",30.9%,1.063,1.140
GA,2001Q3,"$158,541","$109,354","$49,187",31.0%,1.078,1.167
GA,2001Q4,"$160,579","$110,478","$50,101",31.2%,1.092,1.193
GA,2002Q1,"$162,562","$111,348","$51,214",31.5%,1.105,1.221
GA,2002Q2,"$164,486","$112,213","$52,273",31.8%,1.118,1.251
GA,2002Q3,"$166,394","$112,965","$53,429",32.1%,1.131,1.283
GA,2002Q4,"$168,263","$113,604","$54,659",32.5%,1.144,1.317
GA,2003Q1,"$170,037","$114,201","$55,836",32.8%,1.156,1.351
GA,2003Q2,"$171,717","$114,945","$56,772",33.1%,1.167,1.379
GA,2003Q3,"$173,384","$116,149","$57,235",33.0%,1.179,1.395
GA,2003Q4,"$175,117","$118,102","$57,015",32.6%,1.190,1.395
GA,2004Q1,"$177,026","$120,961","$56,065",31.7%,1.203,1.376
GA,2004Q2,"$179,174","$124,426","$54,747",30.6%,1.218,1.348
GA,2004Q3,"$181,595","$128,028","$53,567",29.5%,1.235,1.324
GA,2004Q4,"$184,300","$131,310","$52,990",28.8%,1.253,1.314
GA,2005Q1,"$187,279","$133,921","$53,357",28.5%,1.273,1.327
GA,2005Q2,"$190,472","$136,110","$54,362",28.5%,1.295,1.357
GA,2005Q3,"$193,781","$138,171","$55,611",28.7%,1.317,1.394
GA,2005Q4,"$197,072","$140,418","$56,654",28.7%,1.340,1.426
GA,2006Q1,"$200,165","$143,087","$57,078",28.5%,1.361,1.443
GA,2006Q2,"$202,949","$145,887","$57,062",28.1%,1.380,1.449
GA,2006Q3,"$205,341","$148,513","$56,828",27.7%,1.396,1.449
GA,2006Q4,"$207,223","$150,637","$56,586",27.3%,1.409,1.449
GA,2007Q1,"$208,340","$152,126","$56,214",27.0%,1.416,1.448
GA,2007Q2,"$208,483","$153,248","$55,235",26.5%,1.417,1.428
GA,2007Q3,"$207,500","$154,599","$52,901",25.5%,1.411,1.373
GA,2007Q4,"$205,476","$156,722","$48,753",23.7%,1.397,1.269
GA,2008Q1,"$202,546","$159,924","$42,622",21.0%,1.377,1.112
GA,2008Q2,"$198,972","$163,579","$35,393",17.8%,1.353,0.926
GA,2008Q3,"$195,110","$166,815","$28,295",14.5%,1.326,0.741
GA,2008Q4,"$191,342","$168,761","$22,580",11.8%,1.301,0.592
GA,2009Q1,"$188,051","$168,833","$19,217",10.2%,1.278,0.505
GA,2009Q2,"$185,073","$167,605","$17,468",9.4%,1.258,0.459
GA,2009Q3,"$182,293","$165,921","$16,371",9.0%,1.239,0.431
GA,2009Q4,"$179,328","$164,628","$14,700",8.2%,1.219,0.387
GA,2010Q1,"$176,069","$164,377","$11,691",6.6%,1.197,0.308
GA,2010Q2,"$172,590","$163,960","$8,629",5.0%,1.173,0.197
GA,2010Q3,"$168,880","$160,436","$8,444",5.0%,1.148,0.081
GA,2010Q4,"$165,371","$157,103","$8,269",5.0%,1.124,0.031
GA,2011Q1,"$162,522","$154,396","$8,126",5.0%,1.105,0.013
GA,2011Q2,"$160,648","$152,615","$8,032",5.0%,1.092,0.008
GA,2011Q3,"$160,011","$152,011","$8,001",5.0%,1.088,0.005
GA,2011Q4,"$160,629","$152,597","$8,031",5.0%,1.092,0.005
GA,2012Q1,"$162,379","$153,504","$8,875",5.5%,1.104,0.006
GA,2012Q2,"$165,243","$154,177","$11,066",6.7%,1.123,0.007
GA,2012Q3,"$168,950","$154,761","$14,189",8.4%,1.149,0.009
GA,2012Q4,"$173,252","$155,400","$17,852",10.3%,1.178,0.011
GA,2013Q1,"$177,934","$156,205","$21,729",12.2%,1.210,0.014
GA,2013Q2,"$182,744","$157,163","$25,581",14.0%,1.242,0.016
GA,2013Q3,"$187,484","$158,226","$29,259",15.6%,1.275,0.019
GA,2013Q4,"$191,987","$159,345","$32,642",17.0%,1.305,0.021
GA,2014Q1,"$196,182","$162,322","$33,860",17.3%,1.334,0.022
GA,2014Q2,"$199,985","$162,463","$37,521",18.8%,1.360,0.024
GA,2014Q3,"$203,652","$165,888","$37,764",18.5%,1.384,0.024
GA,2014Q4,"$207,374","$169,226","$38,148",18.4%,1.410,0.025
GA,2015Q1,"$211,156","$169,368","$41,788",19.8%,1.435,0.027
GA,2015Q2,"$214,972","$167,726","$47,246",22.0%,1.461,0.031
GA,2015Q3,"$218,732","$168,619","$50,114",22.9%,1.487,0.033
GA,2015Q4,"$222,416","$170,199","$52,218",23.5%,1.512,0.034
GA,2016Q1,"$226,050","$171,883","$54,167",24.0%,1.537,0.035
HI,1975Q1,"$83,477","$27,548","$55,929",67.0%,0.253,0.220
HI,1975Q2,"$83,102","$27,840","$55,261",66.5%,0.252,0.218
HI,1975Q3,"$82,903","$28,201","$54,702",66.0%,0.251,0.217
HI,1975Q4,"$82,822","$28,801","$54,022",65.2%,0.251,0.215
HI,1976Q1,"$82,671","$29,840","$52,830",63.9%,0.251,0.212
HI,1976Q2,"$82,653","$31,101","$51,551",62.4%,0.251,0.208
HI,1976Q3,"$82,873","$32,560","$50,314",60.7%,0.251,0.204
HI,1976Q4,"$83,566","$34,118","$49,448",59.2%,0.253,0.202
HI,1977Q1,"$84,772","$35,708","$49,065",57.9%,0.257,0.202
HI,1977Q2,"$86,450","$37,216","$49,233",57.0%,0.262,0.203
HI,1977Q3,"$88,452","$38,613","$49,839",56.3%,0.268,0.207
HI,1977Q4,"$90,759","$39,842","$50,917",56.1%,0.275,0.213
HI,1978Q1,"$93,473","$40,846","$52,628",56.3%,0.283,0.221
HI,1978Q2,"$96,792","$41,783","$55,009",56.8%,0.293,0.232
HI,1978Q3,"$101,031","$42,736","$58,296",57.7%,0.306,0.247
HI,1978Q4,"$106,373","$43,822","$62,551",58.8%,0.322,0.267
HI,1979Q1,"$112,596","$45,185","$67,411",59.9%,0.341,0.289
HI,1979Q2,"$119,658","$46,624","$73,034",61.0%,0.363,0.315
HI,1979Q3,"$126,913","$48,100","$78,813",62.1%,0.385,0.341
HI,1979Q4,"$133,519","$49,510","$84,009",62.9%,0.405,0.366
HI,1980Q1,"$138,753","$50,742","$88,011",63.4%,0.421,0.384
HI,1980Q2,"$141,915","$51,896","$90,019",63.4%,0.430,0.395
HI,1980Q3,"$142,774","$52,997","$89,777",62.9%,0.433,0.395
HI,1980Q4,"$141,266","$54,102","$87,164",61.7%,0.428,0.385
HI,1981Q1,"$137,405","$55,252","$82,153",59.8%,0.416,0.364
HI,1981Q2,"$132,262","$56,514","$75,748",57.3%,0.401,0.337
HI,1981Q3,"$127,572","$57,909","$69,663",54.6%,0.387,0.311
HI,1981Q4,"$125,638","$59,479","$66,159",52.7%,0.381,0.296
HI,1982Q1,"$128,157","$61,251","$66,907",52.2%,0.388,0.301
HI,1982Q2,"$131,218","$63,072","$68,146",51.9%,0.398,0.307
HI,1982Q3,"$133,844","$64,796","$69,048",51.6%,0.406,0.312
HI,1982Q4,"$136,404","$66,264","$70,140",51.4%,0.413,0.318
HI,1983Q1,"$139,816","$67,284","$72,532",51.9%,0.424,0.329
HI,1983Q2,"$143,313","$68,151","$75,163",52.4%,0.434,0.342
HI,1983Q3,"$146,235","$68,925","$77,311",52.9%,0.443,0.353
HI,1983Q4,"$148,215","$69,749","$78,467",52.9%,0.449,0.359
HI,1984Q1,"$149,681","$70,820","$78,862",52.7%,0.454,0.363
HI,1984Q2,"$150,756","$71,894","$78,862",52.3%,0.457,0.364
HI,1984Q3,"$151,473","$72,988","$78,485",51.8%,0.459,0.364
HI,1984Q4,"$152,237","$74,032","$78,205",51.4%,0.461,0.364
HI,1985Q1,"$153,291","$74,942","$78,350",51.1%,0.465,0.365
HI,1985Q2,"$154,484","$75,782","$78,702",50.9%,0.468,0.368
HI,1985Q3,"$155,860","$76,532","$79,329",50.9%,0.472,0.372
HI,1985Q4,"$157,277","$77,200","$80,077",50.9%,0.477,0.377
HI,1986Q1,"$158,717","$77,801","$80,917",51.0%,0.481,0.382
HI,1986Q2,"$160,233","$78,363","$81,869",51.1%,0.486,0.388
HI,1986Q3,"$162,067","$78,926","$83,141",51.3%,0.491,0.395
HI,1986Q4,"$164,427","$79,526","$84,901",51.6%,0.498,0.405
HI,1987Q1,"$167,395","$80,193","$87,203",52.1%,0.507,0.417
HI,1987Q2,"$171,011","$80,897","$90,113",52.7%,0.518,0.432
HI,1987Q3,"$175,457","$81,610","$93,847",53.5%,0.532,0.452
HI,1987Q4,"$181,053","$82,298","$98,755",54.5%,0.549,0.477
HI,1988Q1,"$188,019","$82,913","$105,106",55.9%,0.570,0.509
HI,1988Q2,"$196,219","$83,571","$112,648",57.4%,0.595,0.547
HI,1988Q3,"$205,571","$84,300","$121,271",59.0%,0.623,0.591
HI,1988Q4,"$216,136","$85,158","$130,977",60.6%,0.655,0.640
HI,1989Q1,"$227,658","$86,317","$141,341",62.1%,0.690,0.694
HI,1989Q2,"$239,851","$87,321","$152,530",63.6%,0.727,0.751
HI,1989Q3,"$252,762","$88,165","$164,597",65.1%,0.766,0.813
HI,1989Q4,"$266,122","$88,697","$177,426",66.7%,0.807,0.878
HI,1990Q1,"$279,626","$88,580","$191,046",68.3%,0.848,0.946
HI,1990Q2,"$292,405","$88,862","$203,544",69.6%,0.886,1.010
HI,1990Q3,"$305,251","$89,734","$215,516",70.6%,0.925,1.072
HI,1990Q4,"$315,743","$91,678","$224,064",71.0%,0.957,1.118
HI,1991Q1,"$323,465","$95,094","$228,371",70.6%,0.980,1.144
HI,1991Q2,"$328,678","$99,208","$229,470",69.8%,0.996,1.153
HI,1991Q3,"$332,401","$103,408","$228,993",68.9%,1.008,1.154
HI,1991Q4,"$335,223","$106,959","$228,265",68.1%,1.016,1.155
HI,1992Q1,"$337,651","$109,931","$227,720",67.4%,1.023,1.159
HI,1992Q2,"$339,576","$111,042","$228,534",67.3%,1.029,1.166
HI,1992Q3,"$341,583","$111,330","$230,253",67.4%,1.035,1.177
HI,1992Q4,"$343,208","$111,223","$231,985",67.6%,1.040,1.186
HI,1993Q1,"$344,208","$110,257","$233,952",68.0%,1.043,1.191
HI,1993Q2,"$344,541","$110,531","$234,011",67.9%,1.044,1.192
HI,1993Q3,"$344,186","$111,237","$232,948",67.7%,1.043,1.187
HI,1993Q4,"$343,784","$112,405","$231,380",67.3%,1.042,1.180
HI,1994Q1,"$343,400","$114,136","$229,264",66.8%,1.041,1.171
HI,1994Q2,"$343,077","$116,020","$227,057",66.2%,1.040,1.162
HI,1994Q3,"$342,443","$117,979","$224,464",65.5%,1.038,1.151
HI,1994Q4,"$341,211","$119,825","$221,387",64.9%,1.034,1.137
HI,1995Q1,"$339,279","$121,776","$217,503",64.1%,1.028,1.122
HI,1995Q2,"$336,528","$123,105","$213,423",63.4%,1.020,1.103
HI,1995Q3,"$333,352","$124,336","$209,017",62.7%,1.010,1.082
HI,1995Q4,"$329,695","$125,643","$204,051",61.9%,0.999,1.058
HI,1996Q1,"$325,510","$126,859","$198,652",61.0%,0.987,1.029
HI,1996Q2,"$321,079","$128,488","$192,590",60.0%,0.973,0.999
HI,1996Q3,"$315,904","$130,020","$185,883",58.8%,0.958,0.965
HI,1996Q4,"$310,377","$131,220","$179,157",57.7%,0.941,0.932
HI,1997Q1,"$305,059","$132,008","$173,051",56.7%,0.925,0.902
HI,1997Q2,"$301,183","$132,365","$168,818",56.1%,0.913,0.881
HI,1997Q3,"$299,047","$132,616","$166,432",55.7%,0.906,0.871
HI,1997Q4,"$298,360","$133,008","$165,352",55.4%,0.904,0.866
HI,1998Q1,"$298,761","$133,912","$164,849",55.2%,0.906,0.866
HI,1998Q2,"$299,547","$134,787","$164,760",55.0%,0.908,0.867
HI,1998Q3,"$300,399","$135,662","$164,737",54.8%,0.911,0.867
HI,1998Q4,"$301,687","$136,376","$165,310",54.8%,0.914,0.871
HI,1999Q1,"$303,636","$136,649","$166,987",55.0%,0.920,0.879
HI,1999Q2,"$306,354","$136,976","$169,378",55.3%,0.929,0.891
HI,1999Q3,"$310,488","$137,330","$173,158",55.8%,0.941,0.911
HI,1999Q4,"$316,150","$137,852","$178,298",56.4%,0.958,0.938
HI,2000Q1,"$322,853","$138,252","$184,601",57.2%,0.979,0.969
HI,2000Q2,"$329,924","$139,495","$190,430",57.7%,1.000,1.000
HI,2000Q3,"$337,574","$141,162","$196,413",58.2%,1.023,1.033
HI,2000Q4,"$346,029","$143,235","$202,794",58.6%,1.049,1.069
HI,2001Q1,"$355,008","$146,357","$208,651",58.8%,1.076,1.107
HI,2001Q2,"$364,074","$148,790","$215,283",59.1%,1.104,1.145
HI,2001Q3,"$373,182","$151,052","$222,130",59.5%,1.131,1.184
HI,2001Q4,"$382,667","$152,990","$229,677",60.0%,1.160,1.227
HI,2002Q1,"$392,986","$154,071","$238,915",60.8%,1.191,1.275
HI,2002Q2,"$404,770","$155,205","$249,566",61.7%,1.227,1.334
HI,2002Q3,"$418,078","$155,978","$262,100",62.7%,1.267,1.404
HI,2002Q4,"$433,214","$156,375","$276,840",63.9%,1.313,1.485
HI,2003Q1,"$450,963","$156,703","$294,260",65.3%,1.367,1.583
HI,2003Q2,"$472,191","$157,013","$315,178",66.7%,1.431,1.699
HI,2003Q3,"$497,770","$158,186","$339,584",68.2%,1.509,1.834
HI,2003Q4,"$527,248","$160,898","$366,350",69.5%,1.598,1.982
HI,2004Q1,"$560,146","$165,489","$394,656",70.5%,1.698,2.139
HI,2004Q2,"$596,280","$171,490","$424,790",71.2%,1.807,2.306
HI,2004Q3,"$634,606","$177,904","$456,701",72.0%,1.923,2.483
HI,2004Q4,"$673,791","$183,798","$489,993",72.7%,2.042,2.668
HI,2005Q1,"$713,174","$188,605","$524,569",73.6%,2.162,2.862
HI,2005Q2,"$750,864","$192,206","$558,658",74.4%,2.276,3.052
HI,2005Q3,"$783,946","$195,201","$588,745",75.1%,2.376,3.221
HI,2005Q4,"$810,510","$198,057","$612,453",75.6%,2.457,3.355
HI,2006Q1,"$830,720","$201,093","$629,627",75.8%,2.518,3.452
HI,2006Q2,"$844,316","$204,192","$640,123",75.8%,2.559,3.513
HI,2006Q3,"$853,211","$207,024","$646,187",75.7%,2.586,3.550
HI,2006Q4,"$859,150","$209,281","$649,870",75.6%,2.604,3.573
HI,2007Q1,"$862,197","$210,445","$651,753",75.6%,2.613,3.584
HI,2007Q2,"$861,879","$211,831","$650,048",75.4%,2.612,3.578
HI,2007Q3,"$858,512","$213,680","$644,832",75.1%,2.602,3.552
HI,2007Q4,"$852,426","$216,597","$635,829",74.6%,2.584,3.507
HI,2008Q1,"$844,136","$221,475","$622,661",73.8%,2.559,3.441
HI,2008Q2,"$833,634","$226,266","$607,368",72.9%,2.527,3.360
HI,2008Q3,"$821,192","$230,502","$590,690",71.9%,2.489,3.270
HI,2008Q4,"$807,783","$233,164","$574,618",71.1%,2.448,3.183
HI,2009Q1,"$792,847","$233,439","$559,408",70.6%,2.403,3.099
HI,2009Q2,"$777,743","$232,252","$545,491",70.1%,2.357,3.022
HI,2009Q3,"$764,821","$230,444","$534,378",69.9%,2.318,2.961
HI,2009Q4,"$753,556","$228,979","$524,577",69.6%,2.284,2.906
HI,2010Q1,"$743,580","$227,861","$515,719",69.4%,2.254,2.852
HI,2010Q2,"$734,501","$228,834","$505,667",68.8%,2.226,2.797
HI,2010Q3,"$726,200","$230,861","$495,340",68.2%,2.201,2.742
HI,2010Q4,"$719,439","$233,666","$485,773",67.5%,2.181,2.692
HI,2011Q1,"$715,196","$237,690","$477,507",66.8%,2.168,2.654
HI,2011Q2,"$716,517","$240,982","$475,535",66.4%,2.172,2.646
HI,2011Q3,"$722,290","$243,978","$478,312",66.2%,2.189,2.665
HI,2011Q4,"$732,043","$246,411","$485,632",66.3%,2.219,2.709
HI,2012Q1,"$746,265","$247,927","$498,338",66.8%,2.262,2.781
HI,2012Q2,"$763,877","$249,228","$514,649",67.4%,2.315,2.875
HI,2012Q3,"$782,632","$250,488","$532,145",68.0%,2.372,2.975
HI,2012Q4,"$802,552","$252,066","$550,486",68.6%,2.433,3.081
HI,2013Q1,"$822,684","$254,238","$568,446",69.1%,2.494,3.184
HI,2013Q2,"$841,941","$256,927","$585,014",69.5%,2.552,3.280
HI,2013Q3,"$860,772","$259,967","$600,805",69.8%,2.609,3.372
HI,2013Q4,"$878,573","$263,192","$615,382",70.0%,2.663,3.456
HI,2014Q1,"$894,999","$268,551","$626,447",70.0%,2.713,3.522
HI,2014Q2,"$909,506","$269,223","$640,283",70.4%,2.757,3.603
HI,2014Q3,"$925,031","$275,344","$649,687",70.2%,2.804,3.659
HI,2014Q4,"$940,502","$281,344","$659,157",70.1%,2.851,3.716
HI,2015Q1,"$956,467","$282,038","$674,429",70.5%,2.899,3.805
HI,2015Q2,"$973,430","$279,753","$693,677",71.3%,2.950,3.917
HI,2015Q3,"$991,739","$281,693","$710,046",71.6%,3.006,4.014
HI,2015Q4,"$1,011,016","$284,787","$726,229",71.8%,3.064,4.109
HI,2016Q1,"$1,030,081","$288,066","$742,015",72.0%,3.122,4.202
ID,1975Q1,"$31,425","$27,370","$4,054",12.9%,0.232,0.001
ID,1975Q2,"$31,064","$27,548","$3,517",11.3%,0.229,0.001
ID,1975Q3,"$30,847","$27,721","$3,127",10.1%,0.228,0.001
ID,1975Q4,"$30,928","$27,963","$2,965",9.6%,0.228,0.001
ID,1976Q1,"$31,371","$28,339","$3,032",9.7%,0.231,0.001
ID,1976Q2,"$32,114","$28,843","$3,270",10.2%,0.237,0.001
ID,1976Q3,"$33,037","$29,467","$3,571",10.8%,0.244,0.001
ID,1976Q4,"$34,149","$30,197","$3,953",11.6%,0.252,0.001
ID,1977Q1,"$35,472","$31,011","$4,462",12.6%,0.262,0.001
ID,1977Q2,"$36,991","$31,881","$5,110",13.8%,0.273,0.001
ID,1977Q3,"$38,697","$32,757","$5,940",15.4%,0.286,0.001
ID,1977Q4,"$40,465","$33,595","$6,870",17.0%,0.299,0.001
ID,1978Q1,"$42,140","$34,382","$7,758",18.4%,0.311,0.001
ID,1978Q2,"$43,619","$35,121","$8,498",19.5%,0.322,0.002
ID,1978Q3,"$44,897","$35,885","$9,012",20.1%,0.331,0.002
ID,1978Q4,"$46,016","$36,736","$9,281",20.2%,0.340,0.002
ID,1979Q1,"$47,063","$37,708","$9,355",19.9%,0.347,0.002
ID,1979Q2,"$48,013","$38,769","$9,244",19.3%,0.354,0.002
ID,1979Q3,"$48,956","$39,854","$9,102",18.6%,0.361,0.002
ID,1979Q4,"$49,867","$40,902","$8,965",18.0%,0.368,0.002
ID,1980Q1,"$50,710","$41,857","$8,853",17.5%,0.374,0.002
ID,1980Q2,"$51,488","$42,762","$8,726",16.9%,0.380,0.002
ID,1980Q3,"$52,240","$43,640","$8,599",16.5%,0.385,0.002
ID,1980Q4,"$52,884","$44,522","$8,362",15.8%,0.390,0.002
ID,1981Q1,"$53,456","$45,446","$8,009",15.0%,0.394,0.002
ID,1981Q2,"$53,819","$46,395","$7,424",13.8%,0.397,0.001
ID,1981Q3,"$54,194","$47,380","$6,814",12.6%,0.400,0.001
ID,1981Q4,"$54,595","$48,405","$6,189",11.3%,0.403,0.001
ID,1982Q1,"$54,777","$49,456","$5,322",9.7%,0.404,0.001
ID,1982Q2,"$55,060","$50,456","$4,604",8.4%,0.406,0.001
ID,1982Q3,"$55,357","$51,316","$4,041",7.3%,0.408,0.001
ID,1982Q4,"$55,709","$51,943","$3,766",6.8%,0.411,0.001
ID,1983Q1,"$55,968","$52,276","$3,692",6.6%,0.413,0.001
ID,1983Q2,"$56,113","$52,397","$3,716",6.6%,0.414,0.001
ID,1983Q3,"$56,288","$52,409","$3,880",6.9%,0.415,0.001
ID,1983Q4,"$56,579","$52,417","$4,162",7.4%,0.417,0.001
ID,1984Q1,"$56,990","$52,515","$4,475",7.9%,0.420,0.001
ID,1984Q2,"$57,483","$52,708","$4,774",8.3%,0.424,0.001
ID,1984Q3,"$58,052","$52,998","$5,054",8.7%,0.428,0.001
ID,1984Q4,"$58,634","$53,381","$5,253",9.0%,0.433,0.001
ID,1985Q1,"$59,183","$53,846","$5,337",9.0%,0.437,0.001
ID,1985Q2,"$59,758","$54,336","$5,421",9.1%,0.441,0.001
ID,1985Q3,"$60,247","$54,789","$5,458",9.1%,0.445,0.001
ID,1985Q4,"$60,627","$55,140","$5,487",9.0%,0.447,0.001
ID,1986Q1,"$60,959","$55,348","$5,611",9.2%,0.450,0.001
ID,1986Q2,"$61,228","$55,468","$5,761",9.4%,0.452,0.001
ID,1986Q3,"$61,442","$55,575","$5,867",9.5%,0.453,0.001
ID,1986Q4,"$61,555","$55,746","$5,809",9.4%,0.454,0.001
ID,1987Q1,"$61,532","$56,033","$5,499",8.9%,0.454,0.001
ID,1987Q2,"$61,378","$56,434","$4,944",8.1%,0.453,0.001
ID,1987Q3,"$61,204","$56,906","$4,298",7.0%,0.452,0.001
ID,1987Q4,"$61,169","$57,414","$3,756",6.1%,0.451,0.001
ID,1988Q1,"$61,319","$57,924","$3,395",5.5%,0.452,0.001
ID,1988Q2,"$61,589","$58,417","$3,171",5.1%,0.454,0.001
ID,1988Q3,"$61,974","$58,875","$3,099",5.0%,0.457,0.001
ID,1988Q4,"$62,551","$59,423","$3,128",5.0%,0.462,0.001
ID,1989Q1,"$63,348","$60,180","$3,167",5.0%,0.467,0.001
ID,1989Q2,"$64,292","$61,078","$3,215",5.0%,0.474,0.001
ID,1989Q3,"$65,381","$62,112","$3,269",5.0%,0.482,0.001
ID,1989Q4,"$66,611","$63,280","$3,331",5.0%,0.491,0.001
ID,1990Q1,"$67,973","$64,575","$3,399",5.0%,0.502,0.002
ID,1990Q2,"$69,405","$65,935","$3,470",5.0%,0.512,0.003
ID,1990Q3,"$70,958","$67,410","$3,548",5.0%,0.524,0.004
ID,1990Q4,"$72,448","$68,825","$3,622",5.0%,0.535,0.005
ID,1991Q1,"$73,956","$70,259","$3,698",5.0%,0.546,0.007
ID,1991Q2,"$75,525","$71,749","$3,776",5.0%,0.557,0.009
ID,1991Q3,"$77,214","$73,353","$3,861",5.0%,0.570,0.012
ID,1991Q4,"$79,046","$75,093","$3,952",5.0%,0.583,0.017
ID,1992Q1,"$80,997","$76,948","$4,050",5.0%,0.598,0.025
ID,1992Q2,"$83,069","$78,915","$4,153",5.0%,0.613,0.036
ID,1992Q3,"$85,261","$80,998","$4,263",5.0%,0.629,0.053
ID,1992Q4,"$87,584","$83,205","$4,379",5.0%,0.646,0.077
ID,1993Q1,"$90,014","$85,514","$4,501",5.0%,0.664,0.113
ID,1993Q2,"$92,519","$87,629","$4,890",5.3%,0.683,0.163
ID,1993Q3,"$95,071","$88,326","$6,744",7.1%,0.701,0.225
ID,1993Q4,"$97,550","$89,191","$8,359",8.6%,0.720,0.279
ID,1994Q1,"$99,936","$90,226","$9,710",9.7%,0.737,0.326
ID,1994Q2,"$102,199","$91,356","$10,843",10.6%,0.754,0.365
ID,1994Q3,"$104,264","$92,495","$11,769",11.3%,0.769,0.398
ID,1994Q4,"$106,088","$93,553","$12,535",11.8%,0.783,0.426
ID,1995Q1,"$107,691","$94,486","$13,204",12.3%,0.795,0.452
ID,1995Q2,"$109,088","$95,259","$13,830",12.7%,0.805,0.475
ID,1995Q3,"$110,331","$95,935","$14,396",13.0%,0.814,0.497
ID,1995Q4,"$111,460","$96,558","$14,901",13.4%,0.822,0.516
ID,1996Q1,"$112,508","$97,143","$15,365",13.7%,0.830,0.533
ID,1996Q2,"$113,526","$97,759","$15,766",13.9%,0.838,0.549
ID,1996Q3,"$114,549","$98,392","$16,157",14.1%,0.845,0.564
ID,1996Q4,"$115,600","$99,050","$16,549",14.3%,0.853,0.580
ID,1997Q1,"$116,672","$99,741","$16,932",14.5%,0.861,0.595
ID,1997Q2,"$117,802","$100,452","$17,350",14.7%,0.869,0.612
ID,1997Q3,"$119,003","$101,175","$17,828",15.0%,0.878,0.632
ID,1997Q4,"$120,263","$101,899","$18,363",15.3%,0.887,0.653
ID,1998Q1,"$121,579","$102,630","$18,949",15.6%,0.897,0.677
ID,1998Q2,"$122,943","$103,350","$19,594",15.9%,0.907,0.703
ID,1998Q3,"$124,357","$104,086","$20,271",16.3%,0.918,0.730
ID,1998Q4,"$125,839","$104,854","$20,986",16.7%,0.928,0.759
ID,1999Q1,"$127,401","$105,659","$21,742",17.1%,0.940,0.789
ID,1999Q2,"$129,007","$106,443","$22,565",17.5%,0.952,0.822
ID,1999Q3,"$130,633","$107,143","$23,489",18.0%,0.964,0.858
ID,1999Q4,"$132,275","$107,697","$24,579",18.6%,0.976,0.900
ID,2000Q1,"$133,900","$108,019","$25,881",19.3%,0.988,0.949
ID,2000Q2,"$135,536","$108,338","$27,198",20.1%,1.000,1.000
ID,2000Q3,"$137,263","$108,743","$28,519",20.8%,1.013,1.053
ID,2000Q4,"$139,132","$109,371","$29,761",21.4%,1.027,1.103
ID,2001Q1,"$141,023","$110,406","$30,617",21.7%,1.040,1.144
ID,2001Q2,"$142,868","$111,534","$31,333",21.9%,1.054,1.176
ID,2001Q3,"$144,664","$112,709","$31,955",22.1%,1.067,1.204
ID,2001Q4,"$146,466","$113,791","$32,675",22.3%,1.081,1.235
ID,2002Q1,"$148,356","$114,596","$33,760",22.8%,1.095,1.277
ID,2002Q2,"$150,409","$115,259","$35,150",23.4%,1.110,1.334
ID,2002Q3,"$152,634","$115,710","$36,924",24.2%,1.126,1.405
ID,2002Q4,"$155,071","$115,947","$39,124",25.2%,1.144,1.494
ID,2003Q1,"$157,753","$116,045","$41,708",26.4%,1.164,1.599
ID,2003Q2,"$160,737","$116,241","$44,496",27.7%,1.186,1.712
ID,2003Q3,"$164,159","$116,898","$47,261",28.8%,1.211,1.824
ID,2003Q4,"$168,118","$118,358","$49,760",29.6%,1.240,1.928
ID,2004Q1,"$172,773","$120,809","$51,964",30.1%,1.275,2.019
ID,2004Q2,"$178,213","$123,995","$54,218",30.4%,1.315,2.114
ID,2004Q3,"$184,425","$127,443","$56,982",30.9%,1.361,2.231
ID,2004Q4,"$191,431","$130,703","$60,728",31.7%,1.412,2.387
ID,2005Q1,"$199,366","$133,449","$65,917",33.1%,1.471,2.602
ID,2005Q2,"$208,180","$135,749","$72,431",34.8%,1.536,2.872
ID,2005Q3,"$217,768","$137,818","$79,950",36.7%,1.607,3.185
ID,2005Q4,"$227,720","$139,859","$87,861",38.6%,1.680,3.516
ID,2006Q1,"$237,477","$142,038","$95,440",40.2%,1.752,3.838
ID,2006Q2,"$246,588","$144,240","$102,348",41.5%,1.819,4.135
ID,2006Q3,"$254,599","$146,359","$108,240",42.5%,1.878,4.394
ID,2006Q4,"$261,273","$148,266","$113,008",43.3%,1.928,4.609
ID,2007Q1,"$266,305","$150,023","$116,282",43.7%,1.965,4.770
ID,2007Q2,"$269,554","$151,557","$117,996",43.8%,1.989,4.861
ID,2007Q3,"$270,945","$153,281","$117,664",43.4%,1.999,4.866
ID,2007Q4,"$270,563","$155,490","$115,073",42.5%,1.996,4.776
ID,2008Q1,"$268,534","$158,370","$110,165",41.0%,1.981,4.587
